timestamp,engine_id,setting_1,setting_2,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,anomaly,rul
2023-06-01 08:00:00,4,1.172847312993445,1.0432646776125365,503.7941233522079,611.623993811691,173.06535064902164,185.7671347609779,1.6862162308568687,472.4233491428117,1205.3849724553309,0.0,150.0
2023-06-01 08:05:00,5,1.0260532734356835,0.9144168671997347,486.76035644406784,602.9997491523059,182.52060913994924,192.85672736541733,2.4551632920505035,458.9362857307153,1249.9108827985865,0.0,149.84984984984985
2023-06-01 08:10:00,3,1.0786603295507569,0.9142513455530518,508.5177441238607,667.8178007215333,190.48650093771855,200.1472027796352,2.0707506395125983,463.50466901839945,1232.1834376511244,0.0,149.6996996996997
2023-06-01 08:15:00,5,1.1689997524709184,0.9024216950469776,500.38295554831507,602.9212447985354,177.171759841972,193.3155243660743,2.3570338595699427,446.8692465168574,1303.8671719784977,0.0,149.54954954954954
2023-06-01 08:20:00,5,1.0828954537253594,1.091300279659896,487.1702618191138,640.6920236765519,169.9618383015312,190.76782849270512,2.410353973291239,503.26472547720147,1310.3234489942336,0.0,149.39939939939939
2023-06-01 08:25:00,2,0.8610156171657046,1.0475016718918015,509.7574456974215,660.9328296759741,187.85589703109605,199.6283610475136,2.3925266866277477,405.624119449267,1203.9824791306962,0.0,149.24924924924926
2023-06-01 08:30:00,3,1.0305153440667252,0.9706502817004129,536.0869621957348,654.6293884207479,186.21828611851356,193.34612551988474,2.3343216243662175,454.1895502264769,1008.1672225770316,0.0,149.0990990990991
2023-06-01 08:35:00,3,1.0426860185531424,0.9593071162575311,496.181924165454,660.6361216046043,179.54895796600286,192.4491959317489,2.1708569051113558,451.9507389356634,1261.8416233063633,0.0,148.94894894894895
2023-06-01 08:40:00,3,0.9696522685209544,0.96994064594917,514.3951588429636,655.5572463950214,180.07230199639534,195.74728044831656,3.1875733800456056,474.3984121819378,1172.9811830506474,0.0,148.7987987987988
2023-06-01 08:45:00,5,1.094577694249889,1.0549307062362365,474.1345408425767,681.9716453328348,180.15128140182662,198.85375104809393,3.0602386012484053,424.68438367725304,1159.9258039084496,0.0,148.64864864864865
2023-06-01 08:50:00,4,1.173746805907606,1.032274122214083,480.8712724636398,626.19209048153,185.5526765873697,206.90856765866272,2.151380253923115,397.6898219281039,1180.0777362505316,0.0,148.4984984984985
2023-06-01 08:55:00,3,1.1702274051627106,0.9370391135734937,509.44812555760757,633.0751215385367,181.86842361908498,199.1361805382871,2.9746350253910703,454.7046904829458,1177.6678476592697,0.0,148.34834834834834
